#{"t_start": 1620663403.6765835, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
37.0,40,1163.941319
100.0,246,1166.260901
37.0,40,1166.647892
37.0,40,1167.022908
37.0,40,1167.395939
37.0,40,1167.772903
37.0,40,1168.149485
37.0,40,1168.520682
100.0,199,1170.387897
37.0,40,1170.761425
37.0,40,1171.139394
37.0,40,1171.517473
37.0,40,1171.895461
33.0,36,1172.222589
37.0,40,1172.597559
37.0,40,1172.971587
37.0,40,1173.358592
100.0,225,1175.464206
37.0,40,1175.847159
37.0,40,1176.225698
37.0,40,1176.59674
37.0,40,1176.968743
37.0,40,1177.342722
37.0,40,1177.743915
37.0,40,1178.132264
153.0,181,1179.846193
37.0,40,1180.230166
37.0,40,1180.61417
30.0,33,1180.934283
82.0,104,1181.915659
30.0,33,1182.218897
100.0,116,1183.317637
37.0,40,1183.690679
30.0,33,1184.00855
37.0,40,1184.386582
194.0,295,1187.210059
37.0,40,1187.589304
37.0,40,1187.965292
37.0,40,1188.338358
37.0,40,1188.711336
36.0,39,1189.077384
35.0,38,1189.42645
34.0,37,1189.782034
120.0,286,1192.505486
37.0,40,1192.878534
37.0,40,1193.251572
37.0,40,1193.631552
36.0,39,1194.003558
37.0,40,1194.380163
37.0,40,1194.75219
37.0,40,1195.130203
37.0,40,1195.506727
37.0,40,1195.880727
37.0,40,1196.265672
82.0,101,1197.217413
36.0,39,1197.581027
37.0,40,1197.955089
74.0,104,1198.943143
37.0,40,1199.322154
37.0,40,1199.701168
37.0,40,1200.078154
37.0,40,1200.454181
199.0,260,1202.937619
98.0,163,1204.472712
36.0,39,1204.835533
34.0,37,1205.174777
37.0,40,1205.556781
101.0,122,1206.707751
95.0,138,1207.994321
37.0,40,1208.370311
37.0,40,1208.757321
37.0,40,1209.129327
37.0,40,1209.504467
99.0,116,1210.624649
89.0,94,1211.505293
96.0,140,1212.836353
159.0,237,1215.084245
29.0,32,1215.378464
31.0,34,1215.703185
83.0,105,1216.702997
133.0,174,1218.357401
31.0,34,1218.673602
36.0,39,1219.028682
30.0,33,1219.349831
31.0,34,1219.66798
74.0,82,1220.445508
132.0,167,1222.046263
30.0,33,1222.346538
34.0,37,1222.7046
37.0,40,1223.075639
76.0,88,1223.903807
148.0,416,1227.818158
39.0,42,1228.239441
162.0,278,1230.867789
36.0,39,1231.231815
36.0,39,1231.599933
91.0,213,1233.621265
36.0,39,1233.979308
33.0,36,1234.327445
84.0,123,1235.48094
144.0,225,1237.622172
34.0,37,1237.978247
35.0,38,1238.329363
37.0,40,1238.707358
37.0,40,1239.093844
37.0,40,1239.468902
37.0,40,1239.844898
36.0,39,1240.214907
121.0,238,1242.473185
85.0,103,1243.429702
37.0,40,1243.811818
35.0,38,1244.177823
96.0,203,1246.098855
76.0,85,1246.900717
33.0,36,1247.244798
148.0,187,1249.018687
35.0,38,1249.380752
36.0,39,1249.735802
31.0,34,1250.060949
34.0,37,1250.423009
30.0,33,1250.719189
28.0,31,1251.00246
79.0,102,1251.969414
28.0,31,1252.257646
30.0,33,1252.570292
27.0,30,1252.858555
27.0,30,1253.135779
31.0,34,1253.44297
26.0,29,1253.717237
27.0,30,1253.995847
30.0,33,1254.310613
29.0,32,1254.605821
28.0,31,1254.898042
29.0,32,1255.20423
29.0,32,1255.497448
27.0,30,1255.779667
29.0,32,1256.086872
145.0,211,1258.083529
76.0,91,1258.935772
31.0,34,1259.253941
27.0,30,1259.540224
25.0,28,1259.794547
64.0,84,1260.599413
26.0,29,1260.872683
123.0,162,1262.405973
33.0,36,1262.751118
114.0,164,1264.3039
65.0,68,1264.94754
127.0,138,1266.25167
28.0,31,1266.53794
74.0,82,1267.314889
31.0,34,1267.635009
134.0,172,1269.270914
147.0,187,1271.04917
70.0,81,1271.81313
81.0,127,1273.003323
27.0,30,1273.281684
142.0,185,1275.038614
74.0,83,1275.824121
74.0,83,1276.62648
63.0,72,1277.303176
26.0,29,1277.576468
27.0,30,1277.860685
25.0,28,1278.123007
71.0,83,1278.912029
27.0,30,1279.196266
80.0,96,1280.093926
27.0,30,1280.378327
27.0,30,1280.659547
72.0,97,1281.587101
77.0,150,1283.032404
72.0,89,1283.85912
91.0,140,1285.189138
160.0,186,1286.981519
31.0,34,1287.288741
28.0,31,1287.585538
113.0,187,1289.358135
27.0,30,1289.63639
72.0,76,1290.352599
140.0,154,1291.822631
89.0,150,1293.261256
145.0,262,1295.743444
27.0,30,1296.026714
25.0,28,1296.292564
115.0,173,1297.947216
32.0,36,1298.284341
27.0,30,1298.565097
122.0,197,1300.429627
28.0,31,1300.712898
67.0,85,1301.51779
25.0,28,1301.787158
27.0,30,1302.075406
27.0,30,1302.355665
94.0,167,1303.929936
27.0,30,1304.214203
26.0,29,1304.494454
27.0,30,1304.774407
83.0,121,1305.920333
69.0,72,1306.602783
32.0,36,1306.936877
66.0,69,1307.587739
26.0,29,1307.861995
27.0,30,1308.151231
29.0,34,1308.465363
32.0,35,1308.786532
147.0,181,1310.52745
27.0,30,1310.809683
27.0,30,1311.091928
112.0,135,1312.381202
32.0,35,1312.702904
27.0,30,1312.982241
27.0,30,1313.264737
27.0,30,1313.551992
32.0,36,1313.887196
68.0,91,1314.74398
27.0,30,1315.025256
73.0,145,1316.404566
66.0,76,1317.113237
99.0,177,1318.806247
73.0,114,1319.881372
63.0,106,1320.890747
27.0,30,1321.171993
66.0,73,1321.851383
27.0,30,1322.140253
27.0,30,1322.42594
64.0,85,1323.220815
27.0,30,1323.501542
123.0,209,1325.506862
68.0,117,1326.603534
27.0,30,1326.883785
27.0,30,1327.165037
130.0,215,1329.191241
27.0,30,1329.470483
27.0,30,1329.7527
27.0,30,1330.030984
27.0,30,1330.310249
27.0,30,1330.592069
26.0,29,1330.876869
27.0,30,1331.15911
68.0,136,1332.439683
27.0,30,1332.719905
70.0,85,1333.52743
69.0,109,1334.549713
63.0,99,1335.488254
26.0,29,1335.765017
28.0,31,1336.052266
25.0,28,1336.325511
26.0,29,1336.587193
62.0,82,1337.37811
93.0,201,1339.269889
27.0,30,1339.560087
90.0,145,1340.9426
73.0,90,1341.79396
27.0,30,1342.070219
26.0,29,1342.344798
28.0,31,1342.63022
65.0,73,1343.314966
32.0,35,1343.64369
115.0,139,1344.953214
74.0,86,1345.785164
73.0,97,1346.703314
32.0,35,1347.026459
27.0,30,1347.305775
63.0,87,1348.114622
30.0,33,1348.430286
68.0,71,1349.101537
71.0,96,1349.994285
76.0,81,1350.779143
82.0,99,1351.704703
169.0,313,1354.695037
84.0,112,1355.750213
91.0,156,1357.24708
76.0,82,1358.025925
80.0,108,1359.053881
117.0,144,1360.420315
90.0,138,1361.754093
72.0,84,1362.559561
275.0,383,1366.213883
146.0,181,1367.945216
29.0,32,1368.23547
132.0,211,1370.243839
152.0,187,1372.025507
126.0,178,1373.718988
149.0,188,1375.513828
63.0,66,1376.141178
123.0,215,1378.181849
26.0,29,1378.452202
108.0,149,1379.870059
27.0,30,1380.152352
116.0,140,1381.484811
177.0,201,1383.395097
186.0,244,1385.72807
28.0,31,1386.016219
31.0,34,1386.338436
31.0,34,1386.649625
35.0,42,1387.057505
152.0,183,1388.805624
133.0,171,1390.438833
31.0,35,1390.768951
68.0,78,1391.494981
125.0,175,1393.174153
28.0,31,1393.460438
71.0,82,1394.241349
31.0,34,1394.563479
28.0,31,1394.851734
127.0,148,1396.256992
93.0,121,1397.423964
30.0,33,1397.730155
33.0,36,1398.066261
84.0,88,1398.915674
88.0,109,1399.953931
34.0,37,1400.291999
28.0,31,1400.577316
85.0,108,1401.595767
33.0,38,1401.954802
25.0,28,1402.207143
25.0,28,1402.473431
134.0,197,1404.352641
26.0,29,1404.624097
92.0,134,1405.90625
36.0,39,1406.269336
27.0,30,1406.546602
30.0,33,1406.846772
34.0,37,1407.199828
34.0,37,1407.550889
94.0,111,1408.5882
132.0,186,1410.351543
96.0,116,1411.457163
37.0,40,1411.835181
34.0,37,1412.185884
34.0,37,1412.525555
28.0,31,1412.827737
26.0,29,1413.084079
34.0,43,1413.489229
87.0,91,1414.377916
33.0,36,1414.713045
36.0,40,1415.091242
32.0,35,1415.418368
28.0,31,1415.717592
38.0,42,1416.112717
113.0,169,1417.730442
87.0,100,1418.67126
31.0,34,1418.992962
37.0,40,1419.373943
35.0,38,1419.727101
35.0,38,1420.096128
35.0,38,1420.449735
37.0,40,1420.819745
36.0,39,1421.1858
36.0,39,1421.562412
36.0,39,1421.930467
37.0,40,1422.306493
37.0,40,1422.678477
135.0,166,1424.237876
37.0,40,1424.617557
36.0,39,1424.988968
95.0,122,1426.140862
36.0,39,1426.503918
35.0,38,1426.85994
154.0,280,1429.516246
30.0,33,1429.817468
34.0,37,1430.171518
35.0,38,1430.53255
82.0,86,1431.342058
139.0,197,1433.220073
37.0,40,1433.59407
36.0,39,1433.966084
30.0,33,1434.269309
37.0,40,1434.648424
90.0,143,1436.018796
77.0,119,1437.145403
30.0,33,1437.442619
114.0,162,1438.999663
99.0,116,1440.090744
82.0,85,1440.88962
94.0,125,1442.066531
153.0,243,1444.365638
37.0,40,1444.750181
37.0,40,1445.128143
108.0,165,1446.70026
182.0,293,1449.490504
36.0,39,1449.860544
36.0,39,1450.228066
92.0,123,1451.378554
32.0,37,1451.731652
94.0,105,1452.733224
33.0,36,1453.067884
92.0,95,1453.965053
37.0,42,1454.35456
37.0,40,1454.731606
37.0,40,1455.107621
40.0,43,1455.513488
221.0,267,1458.066333
138.0,159,1459.571593
37.0,40,1459.950595
89.0,106,1460.960447
37.0,40,1461.339564
37.0,40,1461.712567
37.0,40,1462.087722
37.0,40,1462.45973
37.0,41,1462.840473
33.0,38,1463.214499
37.0,40,1463.588565
37.0,40,1463.962626
34.0,37,1464.30133
37.0,40,1464.680646
37.0,40,1465.055533
37.0,40,1465.432526
37.0,40,1465.810514
37.0,40,1466.185512
37.0,40,1466.560152
37.0,40,1466.938171
37.0,40,1467.313187
37.0,40,1467.691181
103.0,142,1469.060542
92.0,132,1470.307997
37.0,40,1470.684993
40.0,43,1471.08989
37.0,40,1471.465906
37.0,40,1471.845876
37.0,40,1472.228851
98.0,153,1473.662219
120.0,200,1475.561857
99.0,179,1477.251931
82.0,100,1478.188464
36.0,39,1478.557575
85.0,101,1479.511067
30.0,33,1479.829207
81.0,104,1480.813094
158.0,204,1482.73447
78.0,106,1483.755336
127.0,240,1486.072801
136.0,239,1488.343326
124.0,166,1489.921693
80.0,95,1490.828856
69.0,86,1491.631271
58.0,61,1492.203798
119.0,267,1494.712292
28.0,31,1495.023496
170.0,328,1498.132241
25.0,28,1498.397448
26.0,29,1498.668729
90.0,161,1500.215676
63.0,97,1501.121363
24.0,27,1501.381639
91.0,177,1503.065196
132.0,246,1505.412799
25.0,28,1505.677111
75.0,85,1506.479049
75.0,104,1507.45242
24.0,27,1507.697788
25.0,28,1507.962057
24.0,27,1508.220398
26.0,29,1508.492285
26.0,29,1508.765063
24.0,27,1509.012401
137.0,249,1511.385809
25.0,28,1511.644131
26.0,29,1511.92139
26.0,29,1512.193634
129.0,305,1515.072005
30.0,33,1515.393115
64.0,75,1516.105006
30.0,33,1516.413209
59.0,76,1517.12709
25.0,28,1517.392378
24.0,27,1517.637725
126.0,231,1519.827495
129.0,219,1521.902146
28.0,31,1522.199385
27.0,30,1522.484658
30.0,33,1522.786679
26.0,29,1523.057941
120.0,246,1525.388575
113.0,178,1527.092724
71.0,86,1527.898195
145.0,291,1530.662571
25.0,28,1530.927834
32.0,35,1531.253974
30.0,35,1531.582129
133.0,234,1533.831459
163.0,246,1536.167956
148.0,166,1537.749815
28.0,33,1538.061991
120.0,206,1540.008808
126.0,173,1541.655807
66.0,75,1542.356967
198.0,238,1544.657494
69.0,92,1545.538738
26.0,29,1545.810114
66.0,92,1546.682332
60.0,66,1547.304358
69.0,81,1548.071304
115.0,143,1549.440624
120.0,140,1550.760372
31.0,34,1551.065583
84.0,91,1551.928255
157.0,193,1553.756783
64.0,72,1554.448929
85.0,124,1555.61984
132.0,190,1557.422332
69.0,78,1558.160479
138.0,215,1560.22051
76.0,128,1561.447887
27.0,30,1561.728137
212.0,259,1564.197057
93.0,180,1565.898686
79.0,106,1566.910878
78.0,149,1568.322951
113.0,186,1570.084295
135.0,186,1571.84763
26.0,29,1572.120927
127.0,215,1574.159642
128.0,327,1577.26529
29.0,32,1577.557558
30.0,33,1577.865706
32.0,35,1578.192859
119.0,181,1579.907792
31.0,34,1580.234889
86.0,125,1581.424274
29.0,32,1581.724499
123.0,181,1583.469365
30.0,35,1583.798039
30.0,33,1584.108244
75.0,90,1584.96414
135.0,154,1586.413866
141.0,166,1587.973163
28.0,31,1588.26443
27.0,30,1588.551695
28.0,31,1588.856052
79.0,88,1589.684371
173.0,217,1591.779386
70.0,158,1593.267112
190.0,213,1595.299263
129.0,180,1597.022228
27.0,30,1597.301093
33.0,36,1597.654203
67.0,73,1598.349474
65.0,80,1599.102512
25.0,28,1599.361399
137.0,188,1601.156191
26.0,29,1601.426485
28.0,31,1601.714698
148.0,209,1603.710432
30.0,33,1604.012623
112.0,248,1606.36854
130.0,159,1607.888541
66.0,89,1608.723722
57.0,60,1609.296207
73.0,91,1610.164081
69.0,142,1611.505038
31.0,34,1611.824177
28.0,31,1612.119415
29.0,32,1612.422084
33.0,36,1612.769681
81.0,100,1613.716105
116.0,160,1615.224638
28.0,31,1615.51888
33.0,36,1615.863
69.0,78,1616.597691
26.0,29,1616.861766
29.0,32,1617.171932
28.0,31,1617.459198
76.0,79,1618.209222
30.0,33,1618.512412
29.0,32,1618.816132
82.0,95,1619.706403
94.0,171,1621.328699
33.0,36,1621.661877
32.0,35,1621.986556
80.0,83,1622.774212
99.0,174,1624.428889
34.0,37,1624.771972
77.0,263,1627.266487
78.0,249,1629.617906
31.0,34,1629.939046
33.0,36,1630.27512
74.0,79,1631.016929
125.0,265,1633.534367
141.0,152,1634.992639
86.0,132,1636.247328
163.0,189,1638.036607
25.0,28,1638.289975
92.0,142,1639.653491
27.0,30,1639.932745
26.0,29,1640.20604
31.0,34,1640.516218
25.0,28,1640.783509
63.0,71,1641.443752
70.0,139,1642.772465
140.0,166,1644.355016
64.0,71,1645.026332
77.0,89,1645.866104
25.0,28,1646.131395
105.0,114,1647.217984
27.0,30,1647.497242
142.0,211,1649.479681
116.0,257,1651.926889
27.0,30,1652.206163
27.0,30,1652.489435
65.0,71,1653.161733
27.0,30,1653.441506
27.0,30,1653.733726
27.0,30,1654.014005
27.0,30,1654.292259
69.0,168,1655.878068
27.0,30,1656.167289
27.0,30,1656.446519
27.0,30,1656.731795
89.0,235,1658.977028
74.0,100,1659.921325
27.0,30,1660.212053
27.0,30,1660.497666
27.0,30,1660.788924
27.0,30,1661.067682
71.0,226,1663.199113
30.0,33,1663.513245
27.0,30,1663.794522
27.0,30,1664.073774
27.0,30,1664.355283
27.0,30,1664.633977
27.0,30,1664.913745
27.0,30,1665.19695
27.0,30,1665.480214
27.0,30,1665.763467
27.0,30,1666.042698
27.0,30,1666.320026
27.0,30,1666.600285
27.0,30,1666.880189
25.0,28,1667.132514
30.0,33,1667.458729
27.0,30,1667.739949
27.0,30,1668.019791
27.0,30,1668.298046
27.0,30,1668.582307
27.0,30,1668.862568
71.0,107,1669.864921
27.0,30,1670.14318
27.0,30,1670.421438
27.0,30,1670.703683
27.0,30,1670.984941
27.0,30,1671.267232
27.0,30,1671.551476
27.0,30,1671.84072
27.0,30,1672.122941
27.0,30,1672.405186
27.0,30,1672.687465
27.0,30,1672.971835
73.0,171,1674.593607
117.0,166,1676.169443
27.0,30,1676.45867
25.0,28,1676.716009
121.0,231,1678.907174
88.0,213,1680.92979
31.0,36,1681.265919
27.0,30,1681.546172
27.0,30,1681.829471
26.0,29,1682.105707
66.0,70,1682.778907
61.0,85,1683.577793
27.0,30,1683.857048
27.0,30,1684.136393
68.0,88,1684.96584
27.0,30,1685.254165
26.0,29,1685.525455
26.0,29,1685.78576
70.0,132,1687.033086
143.0,206,1688.98308
27.0,30,1689.265358
27.0,30,1689.548115
70.0,113,1690.618756
32.0,36,1690.950951
96.0,191,1692.77314
26.0,29,1693.046411
117.0,216,1695.088558
26.0,29,1695.358842
27.0,30,1695.638622
27.0,30,1695.920895
121.0,159,1697.437893
27.0,30,1697.72216
67.0,105,1698.706211
27.0,30,1698.988036
90.0,140,1700.326478
145.0,209,1702.299896
164.0,198,1704.212453
29.0,32,1704.500682
32.0,35,1704.82736
66.0,88,1705.663758
27.0,30,1705.947027
25.0,28,1706.215282
66.0,70,1706.870902
130.0,143,1708.224992
25.0,28,1708.502281
30.0,33,1708.800481
121.0,157,1710.292035
26.0,29,1710.570799
73.0,78,1711.294835
119.0,154,1712.771498
121.0,160,1714.28853
161.0,203,1716.228519
129.0,167,1717.813071
136.0,181,1719.542184
61.0,66,1720.157639
78.0,96,1721.067725
27.0,30,1721.345012
99.0,156,1722.835585
120.0,180,1724.566726
26.0,29,1724.840525
135.0,237,1727.096745
25.0,28,1727.360028
122.0,177,1729.028767
72.0,79,1729.77436
68.0,83,1730.547266
78.0,123,1731.733135
88.0,155,1733.197345
32.0,35,1733.529463
66.0,72,1734.203165
139.0,177,1735.904289
27.0,30,1736.185577
118.0,244,1738.488984
109.0,127,1739.685668
71.0,98,1740.630154
27.0,30,1740.916392
66.0,74,1741.608104
75.0,104,1742.59241
27.0,30,1742.876677
32.0,35,1743.203513
65.0,79,1743.949609
70.0,103,1744.935552
69.0,83,1745.712509
122.0,227,1747.874744
87.0,110,1748.909019
29.0,32,1749.213227
79.0,148,1750.613606
31.0,34,1750.919809
29.0,32,1751.222992
122.0,247,1753.548709
102.0,195,1755.392469
111.0,219,1757.476531
86.0,140,1758.800046
76.0,90,1759.637869
81.0,123,1760.807484
67.0,89,1761.634982
30.0,33,1761.943201
119.0,134,1763.212892
29.0,34,1763.53503
28.0,31,1763.818288
73.0,83,1764.587884
29.0,32,1764.893376
70.0,80,1765.649355
88.0,196,1767.498752
64.0,87,1768.307665
30.0,33,1768.615742
79.0,103,1769.595434
62.0,65,1770.202858
31.0,34,1770.509529
31.0,34,1770.826699
93.0,167,1772.430309
137.0,173,1774.0652
121.0,147,1775.465413
68.0,73,1776.151635
76.0,87,1776.980048
27.0,30,1777.264284
26.0,29,1777.526133
136.0,210,1779.524458
27.0,30,1779.80293
27.0,30,1780.080534
119.0,173,1781.731654
31.0,34,1782.052822
28.0,31,1782.344055
81.0,88,1783.181424
32.0,35,1783.50759
101.0,162,1785.041507
34.0,37,1785.386585
113.0,258,1787.828587
36.0,39,1788.206148
29.0,32,1788.500355
91.0,95,1789.39791
35.0,38,1789.766606
83.0,284,1792.448976
106.0,168,1794.037497
28.0,31,1794.319769
113.0,333,1797.480945
68.0,74,1798.180685
33.0,36,1798.521771
79.0,107,1799.52009
91.0,118,1800.640922
30.0,33,1800.961066
30.0,33,1801.26625
37.0,40,1801.636307
35.0,38,1801.993914
151.0,276,1804.612994
37.0,40,1804.986042
121.0,126,1806.170962
33.0,36,1806.509125
33.0,36,1806.857195
33.0,36,1807.190355
34.0,37,1807.543012
84.0,137,1808.835177
32.0,35,1809.162303
106.0,176,1810.825953
127.0,290,1813.572428
32.0,35,1813.904514
28.0,31,1814.203778
30.0,33,1814.520931
34.0,37,1814.86598
29.0,32,1815.160291
275.0,423,1819.174524
65.0,88,1820.013851
164.0,204,1821.949631
34.0,40,1822.328645
125.0,153,1823.780358
38.0,42,1824.175303
81.0,121,1825.312548
117.0,154,1826.762825
31.0,34,1827.081205
67.0,70,1827.732553
32.0,36,1828.066629
66.0,73,1828.770756
67.0,76,1829.486894
121.0,153,1830.952746
120.0,131,1832.182061
59.0,62,1832.764575
35.0,38,1833.123626
29.0,32,1833.415414
33.0,36,1833.763536
32.0,35,1834.088681
29.0,32,1834.383877
100.0,225,1836.528802
34.0,37,1836.867938
36.0,39,1837.239944
33.0,38,1837.614942
30.0,33,1837.919183
36.0,39,1838.284207
37.0,40,1838.653462
116.0,309,1841.584189
34.0,37,1841.927278
30.0,33,1842.24144
33.0,36,1842.574547
33.0,36,1842.907217
33.0,36,1843.251886
38.0,41,1843.629918
33.0,36,1843.967998
34.0,37,1844.316528
37.0,40,1844.692518
37.0,40,1845.069898
35.0,38,1845.437914
37.0,40,1845.813361
37.0,40,1846.188359
37.0,40,1846.572359
37.0,40,1846.948059
37.0,40,1847.320459
33.0,36,1847.652098
37.0,40,1848.023133
36.0,39,1848.39115
35.0,38,1848.757242
37.0,40,1849.13036
37.0,40,1849.505046
99.0,213,1851.498665
88.0,281,1854.155404
34.0,37,1854.504442
33.0,37,1854.844553
31.0,34,1855.162682
36.0,39,1855.527027
91.0,118,1856.628713
36.0,39,1856.99371
31.0,34,1857.314235
29.0,32,1857.610449
31.0,35,1857.939197
36.0,39,1858.303228
35.0,38,1858.659272
83.0,107,1859.667087
30.0,33,1859.979383
72.0,93,1860.851048
30.0,33,1861.166742
88.0,100,1862.11122
34.0,37,1862.453372
83.0,109,1863.474391
34.0,37,1863.835415
157.0,208,1865.801009
28.0,31,1866.096217
34.0,37,1866.451267
34.0,37,1866.793368
33.0,36,1867.123039
35.0,38,1867.484635
32.0,35,1867.81176
35.0,38,1868.181301
31.0,34,1868.499478
37.0,40,1868.872072
36.0,39,1869.243093
37.0,41,1869.626113
34.0,37,1869.98264
30.0,33,1870.280843
36.0,39,1870.647994
87.0,116,1871.726357
36.0,39,1872.096367
37.0,40,1872.471338
38.0,41,1872.849918
36.0,39,1873.221897
36.0,39,1873.59396
134.0,253,1875.997073
35.0,38,1876.345143
34.0,37,1876.696201
28.0,31,1876.983542
81.0,89,1877.834307
150.0,258,1880.25655
36.0,39,1880.625544
33.0,36,1880.956686
89.0,156,1882.448761
99.0,255,1884.866323
92.0,148,1886.275152
35.0,38,1886.648282
148.0,286,1889.391059
29.0,32,1889.682307
33.0,36,1890.014013
189.0,277,1892.649128
31.0,34,1892.966281
35.0,38,1893.317846
37.0,40,1893.694837
30.0,33,1894.011024
39.0,43,1894.401954
174.0,206,1896.368967
36.0,39,1896.730089
142.0,193,1898.580853
30.0,33,1898.893987
36.0,39,1899.250063
37.0,40,1899.624071
36.0,39,1900.002558
79.0,83,1900.79541
37.0,40,1901.169437
37.0,40,1901.54323
37.0,40,1901.930199
36.0,39,1902.297694
37.0,40,1902.671273
37.0,40,1903.043322
37.0,40,1903.416836
36.0,39,1903.771915
37.0,40,1904.152896
36.0,39,1904.522365
36.0,39,1904.888394
36.0,39,1905.252934
37.0,40,1905.625057
37.0,40,1905.998029
86.0,145,1907.367394
36.0,39,1907.733939
94.0,249,1910.085258
35.0,38,1910.453304
37.0,40,1910.831293
34.0,37,1911.182606
95.0,127,1912.39315
85.0,154,1913.87189
31.0,34,1914.179066
76.0,85,1914.985127
38.0,42,1915.395684
159.0,170,1917.025428
156.0,228,1919.19542
36.0,39,1919.562493
100.0,116,1920.662158
71.0,85,1921.463078
34.0,37,1921.816309
86.0,91,1922.68039
173.0,187,1924.441496
81.0,98,1925.381986
88.0,95,1926.272129
177.0,187,1928.05494
110.0,146,1929.481731
36.0,39,1929.840824
75.0,86,1930.658062
85.0,93,1931.525776
82.0,85,1932.340649
232.0,308,1935.274396
90.0,107,1936.290689
36.0,39,1936.663604
37.0,40,1937.04027
37.0,40,1937.415299
88.0,139,1938.725792
37.0,40,1939.097866
32.0,35,1939.423503
162.0,235,1941.654654
100.0,164,1943.212065
40.0,43,1943.611533
28.0,31,1943.895777
88.0,109,1944.930437
99.0,179,1946.62596
37.0,40,1947.000057
29.0,32,1947.291812
80.0,162,1948.842689
34.0,37,1949.185828
36.0,39,1949.560277
90.0,103,1950.532214
92.0,99,1951.452322
35.0,38,1951.810923
101.0,104,1952.794335
35.0,38,1953.143398
37.0,40,1953.520945
95.0,117,1954.646404
166.0,212,1956.653108
94.0,103,1957.633456
37.0,40,1958.003509
37.0,40,1958.37652
100.0,126,1959.561407
36.0,39,1959.932465
37.0,40,1960.305981
99.0,156,1961.769656
85.0,167,1963.328259
36.0,39,1963.692286
37.0,40,1964.075262
37.0,40,1964.457538
36.0,39,1964.823615
144.0,228,1966.998449
36.0,39,1967.350534
92.0,167,1968.927963
36.0,39,1969.299969
37.0,40,1969.674008
157.0,239,1971.932782
35.0,38,1972.299335
36.0,39,1972.668415
122.0,193,1974.493713
37.0,40,1974.870705
91.0,170,1976.457622
36.0,39,1976.83361
31.0,34,1977.151767
37.0,40,1977.524986
36.0,39,1977.89201
34.0,37,1978.232106
189.0,210,1980.236478
121.0,313,1983.196855
37.0,40,1983.566862
37.0,40,1983.938891
37.0,40,1984.308919
99.0,103,1985.263287
37.0,40,1985.650253
103.0,130,1986.867064
95.0,103,1987.846965
146.0,204,1989.777004
26.0,29,1990.049783
30.0,33,1990.358069
188.0,238,1992.627261
99.0,160,1994.144267
86.0,90,1994.996004
84.0,109,1996.025348
127.0,160,1997.55391
149.0,180,1999.273929
123.0,187,2001.051991
97.0,163,2002.614681
27.0,30,2002.893934
76.0,87,2003.701312
29.0,32,2004.003479
202.0,339,2007.226257
154.0,227,2009.407064
27.0,30,2009.684341
69.0,95,2010.577331
94.0,157,2012.088879
68.0,72,2012.765043
70.0,153,2014.228233
28.0,31,2014.515062
28.0,31,2014.799306
71.0,79,2015.543324
65.0,80,2016.2983
25.0,28,2016.565586
27.0,30,2016.846834
147.0,257,2019.27872
64.0,83,2020.06259
27.0,30,2020.345832
96.0,163,2021.891211
27.0,30,2022.171488
80.0,104,2023.161881
112.0,144,2024.537325
31.0,34,2024.861494
71.0,79,2025.608074
29.0,32,2025.902384
28.0,31,2026.185696
68.0,98,2027.111961
27.0,30,2027.390237
30.0,33,2027.689466
27.0,30,2027.974674
27.0,30,2028.264897
29.0,32,2028.571079
27.0,30,2028.852354
26.0,29,2029.127706
26.0,29,2029.395043
27.0,30,2029.677812
84.0,160,2031.18721
27.0,30,2031.469508
74.0,157,2032.968991
74.0,97,2033.887128
28.0,31,2034.177384
28.0,31,2034.472588
29.0,32,2034.766803
28.0,31,2035.056588
29.0,32,2035.360281
28.0,31,2035.645518
27.0,30,2035.926844
162.0,272,2038.495646
28.0,31,2038.786867
101.0,142,2040.13736
30.0,33,2040.436689
27.0,30,2040.716939
157.0,224,2042.867209
97.0,184,2044.636287
28.0,31,2044.923518
75.0,104,2045.913171
82.0,91,2046.756897
155.0,226,2048.912275
27.0,30,2049.197522
70.0,96,2050.123381
27.0,30,2050.403717
91.0,223,2052.516636
30.0,33,2052.828778
27.0,30,2053.108068
64.0,71,2053.768871
152.0,175,2055.435759
27.0,30,2055.716042
31.0,34,2056.035198
25.0,28,2056.291509
27.0,30,2056.571756
28.0,31,2056.87003
76.0,82,2057.64594
28.0,33,2057.960143
115.0,171,2059.579203
126.0,260,2062.058616
78.0,101,2062.99813
71.0,89,2063.847912
33.0,36,2064.181048
34.0,37,2064.523161
80.0,89,2065.357969
96.0,176,2067.042889
63.0,75,2067.74656
67.0,76,2068.463627
70.0,80,2069.215673
32.0,35,2069.545354
143.0,180,2071.262603
27.0,30,2071.542366
27.0,30,2071.820647
32.0,35,2072.145828
176.0,209,2074.130763
37.0,40,2074.500809
129.0,158,2076.002762
34.0,37,2076.35082
33.0,36,2076.692876
141.0,202,2078.612561
28.0,31,2078.898771
75.0,84,2079.683718
153.0,189,2081.48965
135.0,181,2083.210254
111.0,171,2084.839974
139.0,207,2086.823082
107.0,171,2088.441539
82.0,90,2089.296282
29.0,32,2089.588524
29.0,35,2089.915648
33.0,36,2090.244767
99.0,112,2091.307535
89.0,108,2092.325324
227.0,376,2095.909256
227.0,263,2098.417382
100.0,114,2099.483632
161.0,318,2102.506016
37.0,40,2102.882991
36.0,39,2103.237575
154.0,251,2105.624248
84.0,120,2106.762901
