#{"t_start": 1620623953.4428375, "env_id": "SuperMarioBros-1-1-v0"}
r,l,t
257.0,14,3399.587326
257.0,14,3402.080975
257.0,14,3403.627545
253.0,14,3406.232462
635.0,44,3413.97545
252.0,14,3415.793612
247.0,16,3418.420055
257.0,14,3420.957774
241.0,17,3423.600243
843.0,136,3445.760592
257.0,14,3448.23355
257.0,14,3450.644531
257.0,14,3453.069994
257.0,14,3454.795707
257.0,14,3457.222436
656.0,62,3467.546444
257.0,14,3469.938337
257.0,14,3471.547105
648.0,51,3480.239021
257.0,14,3481.811078
257.0,14,3484.34723
257.0,14,3486.814445
257.0,14,3489.317309
248.0,16,3491.97188
652.0,61,3501.202534
257.0,14,3503.65098
256.0,15,3506.124106
257.0,14,3508.569631
257.0,14,3510.118003
247.0,15,3512.745021
254.0,14,3515.236879
251.0,17,3517.929266
253.0,16,3520.476115
256.0,14,3522.907804
843.0,123,3542.313744
257.0,15,3544.885867
253.0,14,3547.37303
254.0,14,3549.918861
257.0,14,3551.489962
257.0,14,3554.137226
257.0,14,3556.555484
257.0,14,3559.092031
257.0,14,3560.732917
257.0,14,3563.339608
257.0,14,3565.877665
256.0,15,3568.325656
257.0,14,3570.606507
244.0,17,3573.142559
248.0,18,3575.802833
257.0,15,3578.31004
643.0,89,3591.519785
257.0,14,3593.403829
257.0,14,3594.635593
244.0,17,3597.33644
244.0,15,3598.640483
241.0,16,3600.643485
257.0,14,3602.528458
253.0,14,3604.457133
257.0,14,3606.394701
257.0,14,3607.639596
257.0,14,3609.487503
638.0,60,3618.462733
257.0,14,3619.674211
256.0,15,3621.650512
256.0,15,3623.62517
257.0,14,3625.83404
610.0,85,3636.673755
257.0,14,3637.85863
257.0,14,3639.68349
257.0,14,3641.563524
236.0,19,3643.860655
257.0,14,3645.784112
252.0,14,3647.437578
255.0,15,3649.166933
257.0,14,3650.21964
254.0,15,3652.731133
253.0,14,3655.094842
253.0,14,3657.337998
257.0,14,3658.704718
257.0,14,3660.691109
257.0,14,3663.426503
641.0,48,3668.775881
257.0,14,3670.444976
247.0,14,3671.514686
257.0,14,3673.484869
257.0,14,3675.156876
257.0,14,3676.76995
252.0,15,3678.438815
256.0,14,3679.487938
252.0,14,3681.130791
247.0,15,3682.831026
667.0,107,3697.06451
257.0,14,3699.188767
253.0,14,3701.444867
257.0,14,3703.545934
257.0,14,3704.918487
257.0,14,3706.929863
254.0,14,3709.196944
257.0,14,3711.196852
843.0,99,3727.162452
246.0,16,3729.441494
253.0,14,3731.478685
254.0,14,3732.809846
253.0,14,3734.873866
253.0,14,3736.958335
254.0,14,3739.094795
252.0,15,3741.245739
256.0,15,3742.689645
257.0,14,3744.826586
250.0,15,3747.033659
257.0,14,3749.172329
236.0,18,3751.576339
257.0,14,3753.847459
257.0,14,3755.909272
257.0,14,3757.34302
257.0,14,3759.580561
257.0,14,3761.764512
253.0,14,3763.915739
257.0,14,3765.322337
252.0,15,3767.633364
252.0,15,3769.832624
253.0,14,3772.043349
257.0,14,3774.217431
257.0,14,3775.605174
257.0,14,3777.714447
250.0,16,3779.945384
258.0,16,3782.235372
257.0,14,3784.347427
252.0,14,3786.53036
257.0,14,3787.936677
244.0,18,3791.114229
255.0,14,3792.485274
257.0,14,3794.694479
254.0,14,3796.822681
257.0,14,3799.005428
249.0,15,3800.421571
257.0,14,3802.600249
238.0,16,3804.85723
257.0,14,3807.157574
252.0,14,3808.954295
252.0,15,3810.898469
247.0,18,3813.216285
252.0,14,3815.552714
257.0,14,3816.835619
642.0,76,3829.465335
253.0,14,3832.063164
257.0,14,3833.600173
256.0,15,3836.105303
257.0,14,3838.532255
645.0,47,3846.552414
257.0,15,3849.083246
252.0,15,3851.564218
1073.0,85,3865.155091
247.0,15,3867.856048
257.0,14,3870.361198
250.0,15,3872.976332
257.0,15,3875.611197
257.0,14,3877.184069
253.0,14,3879.797965
257.0,14,3882.27051
254.0,15,3884.958257
652.0,38,3890.932234
257.0,14,3893.54797
257.0,14,3896.119956
252.0,15,3898.699019
257.0,15,3901.34089
257.0,14,3902.972336
257.0,14,3905.634274
257.0,14,3908.20396
257.0,14,3910.739111
257.0,14,3912.339087
249.0,16,3915.045243
257.0,14,3917.591993
256.0,14,3920.144356
253.0,14,3922.760125
257.0,14,3924.578905
242.0,16,3927.633156
257.0,14,3930.474933
252.0,14,3933.401341
252.0,15,3936.106143
257.0,14,3938.540333
257.0,14,3940.08504
248.0,17,3942.831955
257.0,14,3945.269229
256.0,15,3947.96524
257.0,14,3950.450853
254.0,14,3953.013807
254.0,15,3954.597881
801.0,131,3976.585901
256.0,14,3979.156166
253.0,14,3980.782015
254.0,14,3983.371137
250.0,17,3986.081715
257.0,15,3988.549972
257.0,14,3991.009983
257.0,14,3993.512072
257.0,14,3995.09675
257.0,14,3997.594073
247.0,14,4000.093079
253.0,14,4002.618155
257.0,14,4004.178915
245.0,16,4006.847708
254.0,14,4009.441833
249.0,15,4012.043052
257.0,14,4014.434123
843.0,176,4044.998643
257.0,15,4047.542672
257.0,14,4049.205646
252.0,15,4051.637545
257.0,14,4054.074814
257.0,14,4056.520707
1082.0,131,4078.015946
257.0,14,4080.574934
257.0,14,4083.211521
257.0,14,4084.834911
256.0,15,4087.440613
257.0,14,4089.960604
257.0,14,4092.658767
257.0,14,4094.281823
252.0,14,4096.917521
252.0,14,4099.496839
642.0,45,4107.540614
257.0,14,4109.121725
257.0,14,4112.045842
257.0,14,4114.71247
243.0,16,4117.340508
252.0,15,4119.996272
257.0,14,4121.626016
257.0,14,4124.234629
257.0,14,4126.801827
256.0,15,4129.556739
253.0,15,4132.240581
254.0,15,4134.780354
257.0,14,4136.429377
257.0,14,4138.952543
1377.0,146,4163.453769
640.0,46,4171.979733
257.0,14,4174.52942
257.0,14,4177.049338
647.0,44,4184.101414
257.0,14,4186.684404
642.0,46,4194.805446
257.0,14,4196.440161
247.0,15,4199.068304
253.0,14,4201.615621
257.0,14,4204.297457
257.0,14,4205.973254
252.0,14,4208.727098
257.0,14,4211.34248
257.0,14,4213.901219
257.0,14,4215.523194
257.0,14,4218.143628
257.0,15,4220.815363
249.0,14,4223.724585
257.0,14,4226.685622
256.0,14,4228.466313
254.0,15,4231.257294
257.0,14,4234.0393
257.0,14,4236.679278
650.0,132,4261.337486
239.0,16,4264.436218
256.0,14,4267.386129
257.0,14,4270.327149
257.0,14,4272.300215
650.0,36,4280.196242
257.0,14,4283.154194
257.0,14,4285.092521
245.0,16,4288.116333
254.0,15,4291.319065
246.0,15,4294.438062
257.0,14,4297.517083
257.0,14,4300.374454
247.0,15,4303.45997
646.0,40,4311.359114
257.0,14,4313.24429
257.0,14,4316.266171
843.0,135,4343.793171
244.0,18,4347.008999
257.0,14,4350.083886
257.0,14,4353.254868
257.0,14,4355.135117
257.0,14,4358.385074
645.0,45,4367.925936
257.0,14,4371.113915
257.0,14,4373.081893
257.0,14,4376.098238
253.0,14,4379.21407
257.0,14,4382.393251
257.0,14,4384.444082
257.0,14,4387.522794
843.0,81,4403.820667
253.0,14,4406.840892
244.0,17,4409.921117
257.0,14,4412.850849
257.0,14,4415.782755
257.0,14,4417.603909
254.0,15,4420.615738
237.0,19,4424.95483
254.0,15,4427.002901
639.0,73,4442.471944
257.0,14,4444.341733
254.0,14,4447.424903
257.0,14,4450.471668
257.0,14,4453.426974
245.0,15,4455.466633
250.0,15,4458.454674
257.0,14,4461.506875
640.0,44,4470.383739
253.0,14,4472.251854
257.0,14,4475.050862
253.0,14,4477.920573
843.0,102,4496.22067
257.0,14,4497.884999
257.0,14,4500.2902
253.0,17,4503.110496
257.0,14,4506.046685
257.0,14,4508.88154
257.0,14,4510.651996
244.0,17,4514.936018
247.0,17,4518.298468
257.0,14,4520.477655
254.0,14,4523.374598
257.0,14,4526.536558
256.0,15,4529.349574
257.0,14,4531.970022
651.0,40,4538.948524
257.0,14,4540.583535
245.0,17,4543.393946
255.0,15,4546.041438
1073.0,90,4562.595743
257.0,14,4564.310639
1377.0,130,4587.994485
646.0,41,4595.090345
252.0,15,4598.021796
257.0,14,4599.655353
254.0,15,4602.352291
256.0,15,4605.1353
253.0,14,4608.361707
257.0,14,4610.726904
257.0,14,4612.09651
257.0,14,4614.346505
257.0,14,4616.485352
650.0,44,4623.191682
257.0,14,4625.333323
252.0,15,4627.696682
252.0,14,4629.999845
255.0,14,4631.74315
257.0,14,4633.985299
257.0,14,4636.247324
257.0,14,4638.411899
257.0,14,4639.822219
647.0,43,4646.577491
257.0,14,4648.846576
257.0,14,4650.125251
255.0,14,4652.370673
257.0,14,4654.471325
257.0,14,4656.701731
256.0,15,4658.115268
257.0,14,4660.275694
257.0,14,4662.494336
252.0,14,4664.697623
253.0,14,4666.115606
256.0,15,4668.395426
257.0,14,4670.690118
652.0,40,4676.467161
257.0,14,4678.592565
257.0,14,4680.625454
255.0,14,4682.176411
257.0,14,4684.30658
256.0,15,4686.632609
257.0,14,4688.77529
257.0,14,4690.191197
257.0,14,4692.351325
257.0,14,4694.606324
257.0,14,4696.784091
257.0,14,4698.191156
257.0,14,4700.478403
257.0,14,4702.605319
257.0,14,4705.282605
252.0,15,4707.946704
256.0,15,4709.65872
257.0,14,4712.241369
257.0,14,4714.51579
257.0,14,4716.785501
257.0,15,4719.030169
250.0,16,4721.379761
252.0,14,4722.7584
655.0,58,4732.049083
252.0,15,4733.503596
257.0,14,4735.784832
251.0,14,4738.343857
249.0,14,4741.179539
257.0,14,4742.62884
646.0,44,4749.52793
254.0,14,4751.788861
244.0,15,4754.13687
650.0,41,4760.211181
251.0,14,4761.692089
257.0,14,4764.072549
257.0,14,4766.491689
257.0,15,4769.306623
252.0,14,4772.078298
257.0,14,4773.717605
247.0,15,4776.619166
257.0,14,4779.293874
257.0,14,4781.921691
257.0,14,4783.637442
256.0,14,4786.560795
253.0,14,4789.434579
257.0,14,4792.075878
257.0,14,4793.773
254.0,15,4796.484793
257.0,15,4799.304971
257.0,14,4802.018132
257.0,14,4804.676401
253.0,14,4806.290484
257.0,14,4808.923143
257.0,14,4811.514002
253.0,14,4814.228094
253.0,14,4815.914669
257.0,14,4818.658653
253.0,14,4821.304343
255.0,15,4823.86634
257.0,14,4826.453349
257.0,14,4828.101672
254.0,14,4830.767813
254.0,15,4833.379552
251.0,16,4836.057613
257.0,14,4838.722907
252.0,14,4840.364052
257.0,14,4843.470762
246.0,20,4847.73008
257.0,14,4849.626829
257.0,14,4852.346971
641.0,47,4860.314496
254.0,14,4863.009574
256.0,14,4865.703384
651.0,39,4871.546567
253.0,15,4874.182528
257.0,14,4876.775159
257.0,14,4879.304499
257.0,14,4882.050999
650.0,40,4888.963897
257.0,14,4890.584939
650.0,42,4898.580709
257.0,14,4900.200423
257.0,14,4902.746356
257.0,14,4905.383346
253.0,14,4908.01158
244.0,17,4910.807102
257.0,14,4912.403714
257.0,14,4915.192112
251.0,15,4918.394849
255.0,15,4921.414795
257.0,14,4924.958928
636.0,80,4940.702693
255.0,15,4943.517911
244.0,16,4946.366608
237.0,19,4949.366696
1071.0,65,4962.754168
257.0,14,4965.620042
644.0,71,4978.34015
257.0,14,4980.043169
257.0,14,4982.760173
256.0,15,4985.518488
257.0,14,4988.070615
239.0,16,4990.875815
243.0,17,4993.77334
257.0,14,4996.503287
252.0,15,4999.363901
649.0,47,5006.930212
254.0,18,5010.832912
257.0,14,5012.547274
253.0,14,5015.323626
244.0,16,5018.138172
253.0,14,5020.885042
253.0,14,5023.556245
652.0,46,5031.247305
240.0,16,5034.217023
257.0,14,5037.042209
257.0,14,5039.932046
245.0,15,5042.646921
257.0,14,5045.341049
255.0,15,5047.128792
252.0,14,5049.821028
257.0,14,5052.439166
251.0,15,5055.166377
253.0,14,5057.978103
257.0,14,5059.680078
237.0,19,5063.585298
257.0,14,5065.275543
252.0,15,5067.937628
257.0,14,5070.578442
257.0,14,5073.126637
257.0,14,5075.718642
254.0,16,5078.504501
257.0,15,5080.160008
252.0,15,5082.833099
257.0,14,5085.342917
254.0,15,5088.037501
257.0,14,5090.747217
257.0,14,5092.369056
257.0,14,5095.059649
257.0,14,5097.730357
235.0,21,5101.735849
253.0,14,5103.548998
243.0,16,5106.346778
252.0,15,5109.071872
257.0,14,5111.707952
257.0,14,5114.357122
255.0,16,5117.083059
252.0,14,5118.699448
257.0,14,5121.328769
254.0,14,5123.872821
257.0,14,5126.619568
257.0,14,5128.308894
257.0,14,5130.986427
247.0,16,5133.603976
257.0,14,5136.184464
257.0,14,5138.762946
254.0,14,5140.399744
244.0,16,5143.141851
247.0,15,5145.795058
645.0,42,5153.607259
257.0,14,5155.256913
256.0,15,5157.86076
257.0,14,5160.520784
256.0,14,5163.133877
648.0,47,5171.235093
253.0,14,5172.908076
246.0,17,5175.565589
257.0,15,5178.228335
257.0,14,5180.862549
257.0,14,5183.428771
245.0,16,5186.327172
253.0,14,5188.890991
637.0,80,5202.605955
241.0,17,5205.412356
650.0,39,5212.254758
652.0,148,5237.584198
257.0,14,5240.248433
257.0,14,5242.971243
250.0,19,5245.927537
640.0,43,5253.027265
1377.0,89,5268.491439
652.0,105,5287.528625
255.0,14,5289.222816
644.0,42,5297.264917
257.0,14,5299.044704
245.0,15,5302.013318
253.0,14,5304.688766
257.0,14,5307.299611
255.0,15,5309.924657
257.0,14,5311.623619
247.0,16,5314.307557
257.0,14,5316.989703
252.0,16,5319.845073
255.0,14,5322.450968
651.0,151,5354.735644
257.0,14,5356.847137
257.0,14,5359.859404
252.0,15,5363.045761
253.0,14,5366.163764
253.0,14,5369.153296
257.0,14,5371.173355
256.0,15,5374.383815
257.0,15,5377.453649
253.0,14,5380.643123
257.0,14,5383.776413
249.0,16,5386.940141
783.0,93,5405.601098
252.0,15,5408.841048
253.0,14,5411.889161
251.0,14,5415.175436
257.0,14,5417.140135
645.0,49,5425.973731
257.0,14,5428.680131
256.0,14,5431.366053
256.0,15,5434.158739
257.0,14,5437.099705
256.0,15,5438.819407
257.0,14,5441.506438
257.0,14,5444.166035
253.0,14,5446.913769
257.0,14,5448.607123
254.0,14,5451.260064
663.0,75,5464.582171
257.0,14,5466.73189
257.0,14,5469.641272
257.0,14,5472.249508
257.0,14,5475.280956
257.0,14,5477.447891
257.0,14,5480.502503
257.0,14,5483.566742
253.0,14,5486.727044
257.0,14,5488.773554
253.0,14,5491.952364
253.0,14,5495.046973
245.0,15,5498.329084
257.0,14,5500.242489
649.0,40,5509.672165
251.0,14,5512.819742
244.0,16,5516.005288
257.0,14,5519.138466
254.0,15,5522.331465
253.0,14,5525.44523
257.0,14,5527.841187
257.0,14,5530.894725
257.0,14,5533.876916
253.0,14,5536.884381
257.0,14,5539.294634
257.0,15,5544.190756
253.0,14,5547.749637
257.0,14,5550.906543
257.0,14,5552.902086
257.0,14,5555.796124
257.0,14,5558.724765
252.0,14,5561.778955
254.0,14,5563.762202
253.0,14,5566.811559
253.0,14,5569.89941
257.0,14,5572.796209
252.0,15,5575.770048
257.0,14,5577.658863
257.0,14,5580.56538
257.0,14,5583.644192
256.0,15,5586.810062
256.0,14,5588.713686
257.0,14,5591.647718
246.0,18,5595.061181
247.0,14,5598.32106
257.0,14,5601.342882
257.0,14,5604.833684
252.0,15,5608.077044
249.0,15,5610.085178
257.0,14,5613.08508
257.0,14,5616.14015
256.0,17,5619.356508
257.0,14,5622.313284
257.0,14,5625.167454
257.0,14,5627.078804
257.0,14,5630.175265
253.0,14,5633.150553
253.0,14,5636.232992
245.0,16,5639.342037
647.0,40,5647.433209
252.0,15,5649.466733
244.0,17,5654.12821
256.0,14,5656.230611
642.0,33,5663.005663
253.0,14,5665.764864
257.0,14,5668.889964
257.0,14,5671.578932
257.0,14,5673.362669
252.0,15,5676.33274
248.0,17,5679.649745
253.0,14,5682.411479
257.0,14,5684.475543
244.0,17,5686.78683
257.0,14,5689.112726
257.0,14,5692.132235
251.0,15,5694.049661
646.0,44,5702.829232
257.0,14,5705.721861
651.0,40,5713.140548
257.0,14,5715.030978
257.0,14,5717.949125
257.0,14,5720.571027
257.0,14,5723.283127
256.0,15,5726.03244
256.0,15,5727.876804
257.0,14,5730.575403
257.0,14,5733.222065
257.0,14,5735.996267
256.0,15,5738.817566
244.0,17,5741.68206
650.0,39,5748.878399
257.0,14,5750.552442
257.0,14,5753.315202
253.0,14,5756.07916
257.0,14,5758.748913
256.0,15,5760.553424
253.0,14,5763.40574
257.0,14,5766.238575
629.0,67,5777.828898
249.0,15,5780.6138
253.0,14,5783.424792
257.0,14,5786.082021
257.0,14,5787.816915
246.0,15,5790.749954
257.0,14,5793.494807
256.0,14,5796.320332
244.0,17,5799.543947
257.0,14,5802.631217
256.0,17,5806.064742
257.0,14,5808.919828
257.0,14,5810.592936
648.0,40,5818.011537
253.0,14,5820.781093
257.0,14,5823.508836
257.0,14,5826.279513
253.0,14,5828.245082
257.0,14,5831.248162
245.0,16,5834.205508
257.0,14,5836.976951
257.0,14,5840.111077
1377.0,114,5860.05816
257.0,14,5862.744094
254.0,14,5864.503026
253.0,14,5867.257836
257.0,14,5869.927377
251.0,14,5872.793701
254.0,14,5874.49903
257.0,14,5877.226876
653.0,36,5884.149955
257.0,15,5885.920116
242.0,19,5889.938827
653.0,42,5897.302936
257.0,14,5900.029952
653.0,61,5910.39162
1073.0,151,5937.588249
257.0,14,5940.338809
254.0,14,5943.15829
257.0,14,5945.913275
257.0,14,5947.641824
257.0,14,5950.328341
257.0,14,5953.045079
244.0,17,5955.969361
647.0,43,5963.851894
257.0,14,5966.519727
257.0,14,5969.447547
245.0,16,5972.603658
256.0,15,5975.778228
252.0,16,5978.864773
253.0,15,5981.871235
257.0,14,5983.554425
249.0,15,5986.479087
649.0,39,5993.384233
257.0,14,5996.132233
256.0,16,5998.861846
253.0,14,6001.635045
642.0,44,6009.093688
258.0,16,6012.063495
257.0,14,6014.776106
257.0,14,6017.513713
257.0,14,6019.341512
257.0,14,6022.065504
252.0,15,6024.891431
256.0,15,6027.704089
257.0,14,6030.407664
253.0,14,6032.312768
257.0,14,6035.436772
257.0,14,6038.784502
255.0,14,6041.026295
257.0,14,6042.279421
652.0,51,6052.298871
257.0,14,6054.994101
667.0,70,6068.197556
257.0,14,6071.608945
252.0,14,6075.191555
257.0,14,6077.336702
257.0,14,6080.50586
256.0,14,6083.767475
257.0,14,6086.984846
255.0,15,6090.502522
257.0,14,6092.47667
643.0,42,6102.602802
256.0,15,6104.888926
249.0,17,6109.495535
257.0,14,6111.472896
257.0,14,6114.461715
667.0,109,6137.373769
253.0,14,6139.393402
1375.0,117,6161.480335
257.0,14,6164.436282
257.0,14,6167.293521
257.0,14,6168.952301
257.0,14,6171.631555
257.0,14,6174.312739
1376.0,92,6190.538344
252.0,15,6193.364016
257.0,14,6196.179392
257.0,14,6198.911053
257.0,14,6200.657221
253.0,14,6203.413935
257.0,14,6206.22332
257.0,14,6208.970565
257.0,14,6211.010151
253.0,14,6214.13432
257.0,14,6216.845224
257.0,14,6219.318629
253.0,14,6220.83612
257.0,14,6223.04836
256.0,15,6225.339169
257.0,14,6227.66419
252.0,14,6229.90214
644.0,44,6235.952175
652.0,255,6280.153149
257.0,14,6282.844399
257.0,14,6284.58721
257.0,14,6287.711038
257.0,14,6290.606208
1072.0,165,6320.716175
257.0,14,6322.405084
245.0,15,6325.662823
257.0,14,6328.645125
257.0,14,6331.389472
650.0,40,6339.037173
257.0,14,6340.811847
253.0,14,6343.584188
257.0,14,6346.418873
1072.0,126,6369.544723
257.0,14,6371.307083
253.0,14,6373.967767
257.0,14,6376.770924
257.0,14,6379.484969
257.0,14,6381.095756
1376.0,88,6394.623966
253.0,14,6397.405977
249.0,15,6400.465003
245.0,16,6403.262097
257.0,14,6406.005086
256.0,14,6408.737889
253.0,16,6411.528793
257.0,14,6413.276835
251.0,14,6415.927874
253.0,14,6418.586768
257.0,14,6421.364853
257.0,14,6423.106656
257.0,14,6425.84977
257.0,14,6428.645671
257.0,14,6431.300093
257.0,14,6433.326194
257.0,14,6436.089844
256.0,14,6438.854874
652.0,42,6446.017941
253.0,14,6448.757812
257.0,14,6451.407557
1358.0,112,6471.842386
253.0,14,6473.553643
257.0,14,6476.339897
257.0,14,6479.054638
257.0,14,6481.852224
254.0,14,6483.66096
256.0,15,6486.490062
254.0,16,6489.695528
257.0,14,6492.471114
257.0,14,6495.288414
257.0,14,6497.085525
257.0,14,6499.909016
257.0,14,6502.744642
249.0,16,6505.649535
257.0,14,6508.457543
257.0,14,6510.138054
1377.0,82,6525.657959
257.0,14,6527.345497
257.0,14,6530.187956
253.0,14,6533.010576
254.0,15,6535.817356
257.0,14,6538.525489
251.0,14,6540.3271
254.0,15,6543.142445
256.0,15,6545.923885
257.0,14,6548.590341
252.0,15,6551.290956
253.0,14,6553.09059
1072.0,64,6564.643409
257.0,14,6567.436331
254.0,15,6570.270233
257.0,14,6573.006269
244.0,17,6575.98355
654.0,40,6583.366775
257.0,14,6586.203208
257.0,14,6587.967711
257.0,14,6590.761421
257.0,14,6593.416939
249.0,16,6596.298459
257.0,14,6599.038279
843.0,72,6612.040283
243.0,19,6615.174213
257.0,14,6617.915706
257.0,14,6620.82637
253.0,14,6622.569176
253.0,14,6625.476918
257.0,14,6628.273888
254.0,15,6631.067899
257.0,14,6632.926908
252.0,14,6635.833193
257.0,14,6638.617142
655.0,40,6646.096134
257.0,14,6648.958325
257.0,14,6650.822236
253.0,14,6653.690341
257.0,14,6656.444994
254.0,14,6659.214116
257.0,14,6660.999077
251.0,14,6663.812813
257.0,14,6666.614017
252.0,15,6669.469186
257.0,14,6672.285042
254.0,14,6674.23415
257.0,14,6677.016974
257.0,14,6679.846019
250.0,14,6682.759401
246.0,18,6685.734687
647.0,39,6693.087924
254.0,14,6694.846209
249.0,15,6697.674762
637.0,47,6706.670771
256.0,15,6709.825963
257.0,14,6712.659964
257.0,14,6715.453089
257.0,14,6717.353992
257.0,14,6720.167712
257.0,14,6723.056364
253.0,14,6725.878336
654.0,36,6732.042278
649.0,40,6739.70149
244.0,17,6742.6321
256.0,15,6745.387045
257.0,15,6748.298934
257.0,15,6751.289743
257.0,14,6754.279846
257.0,14,6755.841359
257.0,14,6758.233215
257.0,14,6760.671901
257.0,14,6762.945773
247.0,17,6765.488508
257.0,14,6766.96732
252.0,14,6769.386108
253.0,14,6771.754931
257.0,14,6774.718361
257.0,14,6776.333009
653.0,93,6791.597778
245.0,18,6794.288907
257.0,14,6796.642688
253.0,14,6799.083244
257.0,14,6801.40871
249.0,17,6804.095829
252.0,15,6806.644085
252.0,14,6808.179591
253.0,14,6810.724783
257.0,14,6813.055619
255.0,15,6815.643828
251.0,14,6817.10781
257.0,14,6819.636921
257.0,14,6821.954016
254.0,14,6824.435791
257.0,14,6825.943869
254.0,15,6828.40675
254.0,14,6830.843698
254.0,14,6833.270725
253.0,14,6835.765612
257.0,14,6837.303658
643.0,41,6843.949672
649.0,48,6851.461823
249.0,17,6854.882847
257.0,14,6856.380612
246.0,16,6858.915102
256.0,15,6861.311602
252.0,15,6863.697883
257.0,14,6866.064579
256.0,14,6868.384801
616.0,47,6875.384477
257.0,15,6877.735014
647.0,39,6884.526855
251.0,15,6887.302138
257.0,14,6890.064512
251.0,14,6892.896611
253.0,14,6894.641632
257.0,15,6897.665577
257.0,14,6900.46126
255.0,16,6903.249768
257.0,14,6905.964447
257.0,14,6907.627906
253.0,14,6910.323539
249.0,17,6913.229312
257.0,14,6915.895059
257.0,14,6918.577502
241.0,16,6921.385443
254.0,15,6924.171905
257.0,14,6925.937455
255.0,15,6928.747571
257.0,14,6931.537808
257.0,14,6934.321357
257.0,14,6937.019475
1071.0,63,6947.73443
257.0,14,6950.473559
257.0,14,6953.296524
253.0,14,6956.156631
253.0,14,6957.950553
257.0,14,6960.746719
247.0,15,6963.714282
257.0,14,6966.501489
257.0,14,6969.370193
257.0,14,6971.149547
257.0,14,6974.018816
257.0,14,6976.836618
249.0,16,6979.730441
257.0,14,6982.60651
649.0,42,6989.932823
257.0,14,6992.744162
244.0,18,6995.756784
257.0,14,6998.594931
257.0,14,7000.393852
257.0,14,7003.176531
257.0,14,7005.885341
252.0,14,7008.753233
257.0,14,7010.368414
244.0,17,7013.358271
257.0,14,7016.446186
257.0,14,7019.169086
257.0,14,7022.037176
257.0,14,7023.706605
257.0,14,7026.513316
252.0,15,7029.357294
646.0,40,7036.763531
651.0,40,7044.218351
252.0,14,7046.951387
257.0,14,7049.608331
257.0,14,7051.399147
257.0,14,7054.106853
253.0,14,7057.006152
256.0,15,7059.726065
257.0,14,7061.430988
257.0,14,7064.511592
257.0,14,7067.64555
256.0,15,7070.842367
257.0,14,7073.815261
647.0,40,7081.172992
256.0,14,7083.095172
257.0,14,7085.883967
249.0,15,7088.868986
257.0,14,7091.72669
257.0,14,7093.477509
253.0,14,7096.469375
257.0,14,7099.291482
257.0,14,7102.097548
257.0,14,7103.945231
1075.0,88,7120.451922
257.0,14,7123.242373
257.0,14,7125.975939
257.0,14,7128.556007
257.0,14,7129.978052
257.0,14,7132.368962
644.0,38,7138.477854
255.0,16,7140.989178
253.0,15,7143.398786
253.0,14,7145.759883
257.0,14,7147.285853
257.0,14,7149.655586
257.0,14,7152.114842
257.0,14,7154.508026
252.0,14,7156.095068
257.0,14,7158.679948
255.0,16,7161.219659
256.0,15,7163.749527
254.0,14,7166.097988
257.0,14,7167.863444
257.0,14,7170.685058
651.0,40,7177.985679
254.0,14,7180.787727
253.0,14,7183.61178
257.0,14,7185.456733
245.0,16,7188.370214
257.0,14,7191.248023
651.0,40,7198.490963
250.0,14,7201.403446
257.0,14,7204.277672
257.0,14,7206.028125
253.0,14,7208.918703
257.0,14,7211.81106
257.0,14,7214.907718
1073.0,81,7230.957807
242.0,16,7233.804193
242.0,18,7237.023965
1376.0,83,7251.97459
254.0,15,7255.061666
257.0,14,7257.897023
257.0,14,7260.645351
257.0,14,7263.479616
647.0,39,7270.130073
1073.0,102,7292.019219
242.0,16,7294.748026
257.0,14,7296.930683
257.0,14,7298.857922
249.0,15,7300.713337
257.0,14,7301.861825
256.0,15,7303.715669
254.0,14,7305.657387
257.0,14,7307.77308
257.0,14,7308.956774
257.0,14,7310.777822
256.0,16,7312.789911
257.0,14,7314.638641
257.0,14,7316.475799
1096.0,76,7325.38434
650.0,42,7330.416448
257.0,14,7332.333802
257.0,14,7334.357571
257.0,14,7336.275891
257.0,14,7337.700244
257.0,14,7339.643637
253.0,14,7341.761469
253.0,14,7343.605389
253.0,14,7344.795723
1072.0,60,7352.304368
257.0,14,7354.184514
253.0,14,7355.382715
257.0,14,7357.395511
257.0,14,7359.437545
255.0,16,7361.703317
257.0,14,7363.722632
1376.0,170,7384.760266
252.0,15,7386.743475
244.0,17,7388.787984
257.0,14,7390.636088
256.0,15,7392.536449
257.0,14,7393.741003
249.0,17,7395.847836
253.0,14,7397.782852
257.0,14,7399.623401
257.0,14,7401.505435
252.0,14,7402.71304
257.0,14,7404.746875
257.0,14,7406.782223
243.0,17,7408.806187
257.0,14,7410.656027
257.0,14,7412.491866
257.0,14,7413.654272
257.0,14,7415.536273
253.0,14,7417.468222
249.0,17,7419.529361
252.0,14,7421.534913
252.0,15,7423.525377
257.0,14,7424.777968
257.0,14,7426.759834
255.0,16,7428.751128
251.0,14,7430.782435
257.0,14,7432.698934
257.0,14,7433.742672
257.0,14,7435.400234
257.0,14,7437.084279
257.0,14,7438.798332
252.0,15,7439.998048
257.0,14,7441.638546
253.0,14,7443.388799
250.0,17,7445.406298
257.0,14,7447.042342
255.0,16,7448.833009
257.0,14,7451.936831
247.0,14,7453.220569
257.0,14,7455.20746
253.0,14,7457.107928
251.0,18,7459.320209
257.0,14,7461.803636
653.0,40,7466.91439
253.0,16,7469.017261
257.0,14,7470.906173
257.0,14,7472.104612
